Name,frame,x1,y1,x2,y2,label,person_id
-IELREHX_js,60,33.92,20.52,419.20000000000005,332.766,14,0
-IELREHX_js,60,33.92,20.52,419.20000000000005,332.766,80,0
-IELREHX_js,61,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,62,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,63,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,64,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,65,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,66,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,67,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,68,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,69,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,70,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,71,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,72,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,73,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,74,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,75,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,76,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,77,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,78,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,79,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,80,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,81,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,82,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,83,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,84,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,85,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,86,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,87,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,88,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,89,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,90,38.4,14.364,299.52000000000004,326.952,14,0
-IELREHX_js,90,236.16,101.916,339.20000000000005,273.942,11,1
-IELREHX_js,90,236.16,101.916,339.20000000000005,273.942,80,1
-IELREHX_js,91,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,92,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,93,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,94,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,95,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,96,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,97,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,98,-1,-1,-1,-1,Nan,Nan
-IELREHX_js,99,199.39163208007812,99.16329193115234,444.86810302734375,341.9958190917969,Nan,5
-IELREHX_js,100,199.3756103515625,99.15608215332031,444.84747314453125,341.99371337890625,Nan,5
-IELREHX_js,101,199.35958862304688,99.14888763427734,444.826904296875,341.99163818359375,Nan,5
-IELREHX_js,102,199.34356689453125,99.14169311523438,444.8062744140625,341.9895324707031,Nan,5
-IELREHX_js,103,199.32754516601562,99.13449096679688,444.78570556640625,341.9874572753906,Nan,5
-IELREHX_js,104,199.3115234375,99.12727355957031,444.76507568359375,341.9853515625,Nan,5
-IELREHX_js,105,199.2955322265625,99.12006378173828,444.7445373535156,341.9832763671875,Nan,5
-IELREHX_js,106,199.27955627441406,99.11286163330078,444.7239685058594,341.9811706542969,Nan,5
-IELREHX_js,107,199.26358032226562,99.10565185546875,444.7033996582031,341.9790954589844,Nan,5
-IELREHX_js,108,199.24755859375,99.09844970703125,444.68280029296875,341.9770202636719,Nan,5
-IELREHX_js,109,199.2315673828125,99.09125518798828,444.6622314453125,341.97491455078125,Nan,5
-IELREHX_js,110,199.21554565429688,99.08402252197266,444.64166259765625,341.9728088378906,Nan,5
-IELREHX_js,111,199.1995086669922,99.07682037353516,444.62103271484375,341.970703125,Nan,5
-IELREHX_js,112,199.1834716796875,99.06959533691406,444.6004943847656,341.9685974121094,Nan,5
-IELREHX_js,113,199.16744995117188,99.0624008178711,444.57989501953125,341.96649169921875,Nan,5
-IELREHX_js,114,199.15139770507812,99.05519104003906,444.559326171875,341.96441650390625,Nan,5
-IELREHX_js,115,199.13536071777344,99.04798889160156,444.5387268066406,341.96234130859375,Nan,5
-IELREHX_js,116,199.1193389892578,99.04077911376953,444.51812744140625,341.9602355957031,Nan,5
-IELREHX_js,117,199.10336303710938,99.03358459472656,444.49755859375,341.9581298828125,Nan,5
-IELREHX_js,118,199.08734130859375,99.0263671875,444.4769592285156,341.9560241699219,Nan,5
-IELREHX_js,119,199.07131958007812,99.01915740966797,444.45635986328125,341.95391845703125,Nan,5
-IELREHX_js,120,23.04,46.854000000000006,234.88,334.476,14,0
-IELREHX_js,120,193.92,100.20599999999999,373.12,329.688,11,1
-IELREHX_js,121,23.020734786987305,46.84064483642578,234.8521728515625,334.46929931640625,Nan,0
-IELREHX_js,121,193.8878173828125,100.19103240966797,373.08001708984375,329.6839904785156,Nan,1
-IELREHX_js,122,23.0111026763916,46.83396911621094,234.83828735351562,334.4659423828125,Nan,0
-IELREHX_js,122,193.87168884277344,100.18354034423828,373.0600280761719,329.6820068359375,Nan,1
-IELREHX_js,123,23.001480102539062,46.82728576660156,234.8243865966797,334.4626159667969,Nan,0
-IELREHX_js,123,193.8555908203125,100.1760482788086,373.0400390625,329.67999267578125,Nan,1
-IELREHX_js,124,22.991857528686523,46.82059860229492,234.81048583984375,334.4592590332031,Nan,0
-IELREHX_js,124,193.83944702148438,100.1685562133789,373.02001953125,329.677978515625,Nan,1
-IELREHX_js,125,22.982234954833984,46.81391143798828,234.79660034179688,334.4559020996094,Nan,0
-IELREHX_js,125,193.82333374023438,100.16106414794922,373.0000305175781,329.67596435546875,Nan,1
-IELREHX_js,126,193.80723571777344,100.15360260009766,372.98004150390625,329.6739807128906,Nan,1
-IELREHX_js,127,193.7911376953125,100.14611053466797,372.9600524902344,329.6719665527344,Nan,1
-IELREHX_js,128,193.77503967285156,100.13862609863281,372.9400634765625,329.6699523925781,Nan,1
-IELREHX_js,129,193.75897216796875,100.13113403320312,372.9200744628906,329.6679382324219,Nan,1
-IELREHX_js,130,193.74285888671875,100.12364196777344,372.90008544921875,329.6659240722656,Nan,1
-IELREHX_js,131,193.7267303466797,100.11614990234375,372.88006591796875,329.6639404296875,Nan,1
-IELREHX_js,132,193.7106170654297,100.10865783691406,372.86004638671875,329.66192626953125,Nan,1
-IELREHX_js,133,193.69448852539062,100.10116577148438,372.84002685546875,329.659912109375,Nan,1
-IELREHX_js,134,193.67840576171875,100.09367370605469,372.820068359375,329.65789794921875,Nan,1
-IELREHX_js,135,193.6622772216797,100.086181640625,372.800048828125,329.6559143066406,Nan,1
